input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Berlin/tanja-2-320x320.jpg	Berlin	[u'person', u'person', u'person', u'horse']	[0.755113, 0.50787747, 0.99973434, 0.0011177149]	[(0.5366268754005432, 0.0014737765304744244, 0.9850671887397766, 0.15149828791618347), (0.3825340270996094, 0.12520653009414673, 0.6253741383552551, 0.300622820854187), (0.18416047096252441, 0.06550738215446472, 1.0, 0.8382978439331055), (0.5172691941261292, 0.8131794333457947, 0.868845522403717, 0.9947590231895447)]	Test_Output_Data/tanja-2-320x320-2019-08-27-105736.jpg
Netlight Copenhagen/1*6xdgByv6lemUQTPg4l8RkQ.jpeg	Copenhagen	[u'boat', u'person', u'bottle', u'person', u'person', u'chair', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person']	[0.58743465, 0.9876616, 0.9276077, 0.93917334, 0.97843593, 0.6534563, 0.7646939, 0.755988, 0.9947189, 0.93143904, 0.57418925, 0.79882085, 0.95994896, 0.70698833, 0.6496865, 0.0019531397, 0.9365201, 0.50530726, 0.95208395]	[(0.44707486033439636, 0.8738734126091003, 0.48606064915657043, 0.9969483017921448), (0.3622964024543762, 0.382661908864975, 0.9870477318763733, 0.5319991111755371), (0.8327964544296265, 0.10506013035774231, 0.9972754120826721, 0.13578636944293976), (0.035737764090299606, 0.473754346370697, 0.5676619410514832, 0.5779423713684082), (0.33951127529144287, 0.25550171732902527, 0.8528398275375366, 0.4285999834537506), (0.6353326439857483, 0.7324820756912231, 0.9947745203971863, 1.0), (0.14005213975906372, 0.6372838020324707, 0.3638106882572174, 0.7490915060043335), (0.06317353993654251, 0.536963701248169, 0.4443073272705078, 0.6318854093551636), (0.6071287393569946, 0.5217848420143127, 1.0, 0.6957645416259766), (0.31037288904190063, 0.6659039258956909, 0.6136296391487122, 0.790255606174469), (0.2979736626148224, 0.5915137529373169, 0.5306311249732971, 0.7193984389305115), (0.05491622909903526, 0.19245421886444092, 0.9460573792457581, 0.8884985446929932), (0.02420295774936676, 0.2477794587612152, 0.627155065536499, 0.3436667025089264), (0.13521753251552582, 0.33866655826568604, 0.4489157199859619, 0.4223848283290863), (0.10825961083173752, 0.39859944581985474, 0.4809977412223816, 0.49910804629325867), (0.6463390588760376, 0.7935292720794678, 0.9189995527267456, 0.9915025234222412), (0.0059062703512609005, 0.2298799753189087, 0.5711210370063782, 0.29212477803230286), (0.31128206849098206, 0.6248953342437744, 0.5781991481781006, 0.7641580104827881), (0.4021572172641754, 0.6036788821220398, 0.8989301919937134, 0.7114262580871582)]	Test_Output_Data/16xdgByv6lemUQTPg4l8RkQ-2019-08-27-105751.jpeg
Netlight Copenhagen/22069352_119331115431955_7334968444011413504_n.jpg	Copenhagen	[u'person', u'person', u'laptop', u'person', u'dining table', u'tv', u'person', u'laptop', u'person', u'person', u'person', u'laptop', u'person', u'cup', u'cup']	[0.5995377, 0.99813336, 0.8351452, 0.85371405, 0.704613, 0.72081363, 0.980749, 0.99532, 0.86771494, 0.9749946, 0.99889046, 0.6718767, 0.96251965, 0.9751281, 0.9503361]	[(0.19752103090286255, 0.539696991443634, 0.4278045892715454, 0.6255009174346924), (0.1469416320323944, 0.0, 0.9946937561035156, 0.17883218824863434), (0.7341406345367432, 0.24654245376586914, 0.9744822382926941, 0.4525896906852722), (0.3055064380168915, 0.5174696445465088, 0.7444466948509216, 0.7479757070541382), (0.7186084985733032, 0.18558111786842346, 0.9898442625999451, 1.0), (0.15559238195419312, 0.10925876349210739, 0.2807649075984955, 0.16091974079608917), (0.2849300801753998, 0.36060330271720886, 0.7719348073005676, 0.5421916842460632), (0.7121483087539673, 0.22598837316036224, 0.9050087928771973, 0.44872450828552246), (0.1032046377658844, 0.3449583649635315, 0.5222866535186768, 0.5566493272781372), (0.20045967400074005, 0.5355240702629089, 0.5963766574859619, 0.7258922457695007), (0.13554270565509796, 0.1405942738056183, 0.9812192916870117, 0.3838108479976654), (0.7840902209281921, 0.28807657957077026, 0.9883193969726562, 0.46759510040283203), (0.3689762055873871, 0.49764207005500793, 0.8520507216453552, 0.7709412574768066), (0.9018431901931763, 0.8008092641830444, 0.9999067187309265, 0.8573251962661743), (0.6112458109855652, 0.5555983781814575, 0.6736820340156555, 0.598670482635498)]	Test_Output_Data/22069352_119331115431955_7334968444011413504_n-2019-08-27-105808.jpg
Netlight Copenhagen/28756171_10155606330447169_3054300086277242880_n.jpg	Copenhagen	[u'person']	[0.99983466]	[(0.07298652827739716, 0.3051682412624359, 1.0, 0.7678405046463013)]	Test_Output_Data/28756171_10155606330447169_3054300086277242880_n-2019-08-27-105823.jpg
Netlight Copenhagen/2d7d435a2d106b6752070746d265285f.jpg	Copenhagen	[u'traffic light', u'traffic light', u'traffic light']	[0.6155826, 0.7992935, 0.51455855]	[(0.45898473262786865, 0.1901390254497528, 0.4873258173465729, 0.20695272088050842), (0.48069363832473755, 0.9630233645439148, 0.5047620534896851, 0.9849852919578552), (0.46152257919311523, 0.3120480179786682, 0.4914425313472748, 0.334862619638443)]	Test_Output_Data/2d7d435a2d106b6752070746d265285f-2019-08-27-105838.jpg
Netlight Copenhagen/40838710201_ed5415e372_o-320x320.jpg	Copenhagen	[u'person', u'cell phone', u'person', u'person', u'person', u'wine glass', u'tie']	[0.9858964, 0.7579748, 0.99669975, 0.9863962, 0.99560827, 0.0008439464, 0.5600979]	[(0.2507406771183014, 0.7629913687705994, 0.9964865446090698, 1.0), (0.8738125562667847, 0.4430963099002838, 0.9069357514381409, 0.5587329268455505), (0.3060671091079712, 0.0, 1.0, 0.2818550169467926), (0.30620384216308594, 0.5240028500556946, 0.9882331490516663, 0.8365589380264282), (0.36995217204093933, 0.22322556376457214, 0.9953866004943848, 0.6191735863685608), (0.6786998510360718, 0.9639860391616821, 0.7329272627830505, 0.9907464981079102), (0.5636528730392456, 0.06025327369570732, 0.9961673021316528, 0.15243756771087646)]	Test_Output_Data/40838710201_ed5415e372_o-320x320-2019-08-27-105908.jpg
Netlight Copenhagen/466996745_295x166.jpg	Copenhagen	[u'wine glass', u'cup', u'wine glass', u'wine glass', u'person', u'wine glass', u'person', u'cup', u'wine glass', u'person']	[0.0026332622, 0.5285889, 0.006127884, 0.006670521, 0.9349195, 0.0071539264, 0.9605793, 0.8679804, 0.0012633504, 0.73780227]	[(0.08110785484313965, 0.27054208517074585, 0.966010332107544, 0.7409771084785461), (0.019940907135605812, 0.4398975670337677, 0.9900327324867249, 0.9033147096633911), (0.04762416332960129, 0.08782576024532318, 0.9663171768188477, 0.4666178226470947), (0.045713264495134354, 0.4293247163295746, 0.9350696206092834, 0.9064916372299194), (0.07776795327663422, 0.026267826557159424, 1.0, 0.5533457398414612), (0.05563812702894211, 0.12038934230804443, 0.9273548126220703, 0.6466634273529053), (0.053001776337623596, 0.08845466375350952, 1.0, 0.8179448843002319), (0.04288053512573242, 0.0830664336681366, 0.9112470746040344, 0.4519136846065521), (0.20696285367012024, 0.487090140581131, 1.0, 0.8561933040618896), (0.07683491706848145, 0.42079079151153564, 0.9552136659622192, 0.8924987316131592)]	Test_Output_Data/466996745_295x166-2019-08-27-105922.jpg
Netlight Copenhagen/58745029_10156446015477169_5246738774712385536_n.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'horse', u'person']	[0.96585935, 0.99250305, 0.98359525, 0.6647872, 0.9905612, 0.9452804, 0.87877584, 0.00049418485, 0.9822645]	[(0.6892886161804199, 0.692136287689209, 0.9833341836929321, 0.8753448724746704), (0.6254973411560059, 0.8087630271911621, 0.9913206100463867, 0.993438720703125), (0.6240564584732056, 0.18659266829490662, 0.9943596720695496, 0.5828890204429626), (0.6404914259910583, 0.7603783011436462, 0.9861515760421753, 0.9278526902198792), (0.6602852940559387, 0.568230390548706, 1.0, 0.8004778027534485), (0.6742063760757446, 0.0, 0.9814709424972534, 0.12326263636350632), (0.5897257924079895, 0.7830036878585815, 0.9010120034217834, 0.9148104190826416), (0.6566815376281738, 0.08657094836235046, 0.9933745265007019, 0.47705408930778503), (0.6825814843177795, 0.12542985379695892, 0.9870344400405884, 0.3121640682220459)]	Test_Output_Data/58745029_10156446015477169_5246738774712385536_n-2019-08-27-105937.jpg
Netlight Copenhagen/59375144_10156456178822169_6810202532262969344_o.jpg	Copenhagen	[u'wine glass', u'person', u'wine glass', u'person', u'chair', u'person', u'person', u'person', u'wine glass', u'chair', u'chair', u'person', u'person', u'person', u'person', u'person', u'wine glass']	[0.62222254, 0.9091983, 0.006337723, 0.98810345, 0.5738548, 0.9807475, 0.8059146, 0.6205165, 0.0023538466, 0.96691984, 0.823661, 0.90939295, 0.9115049, 0.97391224, 0.74183136, 0.98692816, 0.0022637309]	[(0.5089153051376343, 0.4452739655971527, 0.6740916967391968, 0.49593931436538696), (0.3818192183971405, 0.18406127393245697, 0.5666297078132629, 0.2742846608161926), (0.4332994818687439, 0.4331470727920532, 0.6802913546562195, 0.509645938873291), (0.3652917146682739, 0.6490570902824402, 0.9507688879966736, 0.8942787647247314), (0.6065776348114014, 0.02287476509809494, 0.9949967861175537, 0.23748145997524261), (0.42171797156333923, 0.0018134593265131116, 0.9304009079933167, 0.2752355933189392), (0.39522096514701843, 0.11310207098722458, 0.5796219110488892, 0.17435382306575775), (0.3828651010990143, 0.6371281147003174, 0.6349536180496216, 0.7485290169715881), (0.6490325331687927, 0.5017847418785095, 0.6929510831832886, 0.5424363613128662), (0.484563410282135, 0.8734174370765686, 0.7778993844985962, 0.9970741868019104), (0.7259743809700012, 0.7451998591423035, 0.9422914981842041, 0.8991637825965881), (0.37276580929756165, 0.646055281162262, 0.6843649744987488, 0.8002955317497253), (0.38238757848739624, 0.5420798063278198, 0.5949320197105408, 0.6421133279800415), (0.3945726752281189, 0.1741076558828354, 0.9479106664657593, 0.5115771293640137), (0.3759021461009979, 0.4364047646522522, 0.6250399351119995, 0.5270404815673828), (0.3486489951610565, 0.3375263810157776, 0.6466439962387085, 0.42690932750701904), (0.6351688504219055, 0.5360850691795349, 0.6941812038421631, 0.5668806433677673)]	Test_Output_Data/59375144_10156456178822169_6810202532262969344_o-2019-08-27-105952.jpg
Netlight Copenhagen/59852886_10156462419962169_2399911352865914880_o.jpg	Copenhagen	[u'dining table', u'person', u'person', u'chair', u'person', u'person', u'person', u'person', u'sink', u'potted plant', u'wine glass', u'person']	[0.8814945, 0.7518407, 0.9662248, 0.74200505, 0.92538977, 0.9520434, 0.9033126, 0.91564834, 0.97767156, 0.8917808, 0.008239887, 0.9960522]	[(0.6080838441848755, 0.2070128172636032, 0.9880576729774475, 0.9534876942634583), (0.4247566759586334, 0.8482354879379272, 0.7636461853981018, 0.9989314675331116), (0.46806564927101135, 0.0019447337836027145, 0.8321350812911987, 0.14932936429977417), (0.703782856464386, 0.04697254300117493, 0.9325214624404907, 0.14828519523143768), (0.4362138509750366, 0.5413187742233276, 0.6659919619560242, 0.6715851426124573), (0.4496564269065857, 0.7276391983032227, 0.674541711807251, 0.9067448973655701), (0.4804283678531647, 0.10860416293144226, 0.6366720795631409, 0.19616901874542236), (0.4731839597225189, 0.29567039012908936, 0.6086665391921997, 0.4043057858943939), (0.17909741401672363, 0.441800981760025, 0.2574585974216461, 0.6296753287315369), (0.6529432535171509, 0.543764054775238, 0.8506118059158325, 0.6555261611938477), (0.6190641522407532, 0.6222803592681885, 0.6990366578102112, 0.6483879685401917), (0.4904482066631317, 0.11132905632257462, 0.9589962959289551, 0.3976507782936096)]	Test_Output_Data/59852886_10156462419962169_2399911352865914880_o-2019-08-27-110007.jpg
Netlight Copenhagen/59950020_2550921485135180_9068306503769405663_n.jpg	Copenhagen	[u'person', u'bottle', u'book', u'person', u'bottle', u'person', u'bench', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'bottle', u'wine glass', u'person', u'wine glass', u'cell phone', u'person']	[0.7453809, 0.92592376, 0.54301435, 0.9532291, 0.79748446, 0.9690638, 0.6072825, 0.8731719, 0.88736534, 0.80263865, 0.97236234, 0.86521554, 0.93732953, 0.99649245, 0.9451087, 0.0026676913, 0.9815607, 0.00266511, 0.67987365, 0.9913886]	[(0.8076947927474976, 0.11392907053232193, 0.9938413500785828, 0.28648385405540466), (0.6001145839691162, 0.4825684726238251, 0.7702428102493286, 0.5121922492980957), (0.21462537348270416, 0.12038251012563705, 0.3301050662994385, 0.19381748139858246), (0.7675542235374451, 0.29132649302482605, 0.994120180606842, 0.4755531847476959), (0.6050400733947754, 0.7297993898391724, 0.7502042651176453, 0.7576540112495422), (0.36420461535453796, 0.002086089691147208, 0.7685779929161072, 0.21878132224082947), (0.7340074181556702, 0.5857032537460327, 0.9986051917076111, 1.0), (0.3372470438480377, 0.06637557595968246, 0.7654581069946289, 0.28291359543800354), (0.41583648324012756, 0.8261753916740417, 0.7406498193740845, 0.89760422706604), (0.3285006880760193, 0.001856152550317347, 0.4845765233039856, 0.06659221649169922), (0.330416738986969, 0.14335022866725922, 0.764581561088562, 0.37365150451660156), (0.2784484028816223, 0.14684699475765228, 0.5456631183624268, 0.25280189514160156), (0.33890560269355774, 0.3099130690097809, 0.7416487336158752, 0.41620051860809326), (0.30027613043785095, 0.3731493055820465, 0.7699598073959351, 0.6504391431808472), (0.6055878400802612, 0.5359406471252441, 0.7593305110931396, 0.5702429413795471), (0.6348037123680115, 0.6891353130340576, 0.74503493309021, 0.7298409938812256), (0.3051050305366516, 0.8864407539367676, 0.7775511145591736, 0.9994508028030396), (0.6161555051803589, 0.7280892729759216, 0.7446479201316833, 0.7573344111442566), (0.5630087852478027, 0.2695561647415161, 0.6152874231338501, 0.30737778544425964), (0.419936865568161, 0.633560061454773, 0.8889961838722229, 0.8905041217803955)]	Test_Output_Data/59950020_2550921485135180_9068306503769405663_n-2019-08-27-110022.jpg
Netlight Copenhagen/600x600bb.jpg	Copenhagen	[u'wine glass']	[2.4201774e-05]	[(0.3356226682662964, 0.37788453698158264, 0.6343236565589905, 0.6320945024490356)]	Test_Output_Data/600x600bb-2019-08-27-110037.jpg
Netlight Copenhagen/60346409_10156472245222169_8083907231721979904_o.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'horse', u'person', u'person', u'person', u'person', u'wine glass', u'person', u'person', u'person', u'person']	[0.6890279, 0.98678374, 0.87035537, 0.9545205, 0.0008091964, 0.96572167, 0.9616904, 0.77862006, 0.9865355, 0.0016179828, 0.6080817, 0.99525887, 0.77723634, 0.7728719]	[(0.3961816132068634, 0.43350648880004883, 0.8525058031082153, 0.6680940985679626), (0.22208832204341888, 0.003245964180678129, 0.8288424015045166, 0.1752932369709015), (0.2446499764919281, 0.4090317487716675, 0.5126170516014099, 0.5664638876914978), (0.45342549681663513, 0.5648074150085449, 0.8851900696754456, 0.7453870177268982), (0.4122651219367981, 0.40478670597076416, 0.8500744104385376, 0.7540596723556519), (0.4135795831680298, 0.2870650291442871, 0.8283010721206665, 0.481150358915329), (0.3721705377101898, 0.11323443055152893, 0.8349130153656006, 0.3307265639305115), (0.23180608451366425, 0.34636223316192627, 0.4720991253852844, 0.46084436774253845), (0.15256544947624207, 0.6863516569137573, 0.5658941268920898, 0.9915469884872437), (0.773983359336853, 0.7932365536689758, 0.8444992303848267, 0.8534091114997864), (0.22471459209918976, 0.49686968326568604, 0.6709604859352112, 0.7226175665855408), (0.4652840197086334, 0.7214217185974121, 0.9385449290275574, 0.9619914889335632), (0.2414151132106781, 0.22162583470344543, 0.5064271688461304, 0.3841942548751831), (0.21426056325435638, 0.11634169518947601, 0.6749602556228638, 0.2506120800971985)]	Test_Output_Data/60346409_10156472245222169_8083907231721979904_o-2019-08-27-110051.jpg
Netlight Copenhagen/60346608_10156479657577169_7815962570224828416_o.jpg	Copenhagen	[u'person', u'person', u'person', u'bicycle', u'tv', u'wine glass', u'wine glass', u'person', u'horse', u'person', u'chair', u'person', u'person', u'person', u'laptop', u'wine glass', u'person']	[0.99921834, 0.9966924, 0.86698794, 0.8344141, 0.8589442, 0.0023494426, 0.0026754264, 0.98102623, 0.0013375594, 0.9913031, 0.62940687, 0.9913394, 0.9770454, 0.7550838, 0.9791822, 0.005051525, 0.9372925]	[(0.477122962474823, 0.07910697162151337, 0.9710404872894287, 0.2424868643283844), (0.6459576487541199, 0.524612545967102, 0.9980510473251343, 0.7905579209327698), (0.2082398384809494, 0.4586056172847748, 0.4992290437221527, 0.5071669220924377), (0.382420152425766, 0.5535653233528137, 0.5660974979400635, 0.6331048011779785), (0.06574150174856186, 0.16257545351982117, 0.6690434813499451, 0.9318181872367859), (0.9331384301185608, 0.18758831918239594, 0.9852893352508545, 0.20816347002983093), (0.6908228993415833, 0.11448254436254501, 0.7459850311279297, 0.14563801884651184), (0.6703927516937256, 0.8594347238540649, 0.9994841814041138, 0.9969316124916077), (0.6984975337982178, 0.7052329778671265, 1.0, 0.862105131149292), (0.667514979839325, 0.4216751158237457, 0.9886520504951477, 0.6005945801734924), (0.9248353242874146, 0.38834449648857117, 0.9924781322479248, 0.42678675055503845), (0.6732629537582397, 0.1759352833032608, 0.9890503287315369, 0.39814066886901855), (0.6827804446220398, 0.7062827944755554, 0.9971911907196045, 0.8638004064559937), (0.7942838668823242, 0.0, 0.9937722086906433, 0.05774515122175217), (0.8107033967971802, 0.030772116035223007, 0.9050073623657227, 0.13431794941425323), (0.9350784420967102, 0.18056833744049072, 0.9909846186637878, 0.21513286232948303), (0.20621046423912048, 0.6803193092346191, 0.36485251784324646, 0.7809470295906067)]	Test_Output_Data/60346608_10156479657577169_7815962570224828416_o-2019-08-27-110106.jpg
Netlight Copenhagen/60405642_173457930328373_7567150539871073066_n.jpg	Copenhagen	[u'person', u'horse', u'person']	[0.9964007, 0.0006048323, 0.99555284]	[(0.01477887388318777, 0.018779780715703964, 0.9530038833618164, 0.6924900412559509), (0.21585702896118164, 0.14871732890605927, 0.976386547088623, 0.8953480124473572), (0.015556923113763332, 0.12521326541900635, 0.9934784173965454, 0.9852235913276672)]	Test_Output_Data/60405642_173457930328373_7567150539871073066_n-2019-08-27-110121.jpg
Netlight Copenhagen/60655137_10156474294827169_5169420507161821184_n.jpg	Copenhagen	[u'person', u'tv']	[0.99979156, 0.6733222]	[(0.31318920850753784, 0.11856412887573242, 0.8070199489593506, 0.31593072414398193), (0.04418482631444931, 0.4143877923488617, 0.6490483283996582, 0.9977510571479797)]	Test_Output_Data/60655137_10156474294827169_5169420507161821184_n-2019-08-27-110137.jpg
Netlight Copenhagen/60660885_366809094021890_6931362777999081472_n.jpg	Copenhagen	[u'tie', u'tie', u'wine glass', u'person', u'horse', u'book', u'person', u'person', u'book', u'person']	[0.75649095, 0.50411874, 0.8773068, 0.9389756, 0.27181762, 0.6616923, 0.9874067, 0.8454143, 0.59866434, 0.56146324]	[(0.902345597743988, 0.0888671800494194, 0.964398205280304, 0.10600395500659943), (0.39315953850746155, 0.723112165927887, 0.46382442116737366, 0.7384026646614075), (0.022881444543600082, 0.35517871379852295, 0.641676664352417, 0.637086033821106), (0.7812318205833435, 0.051065344363451004, 0.9706440567970276, 0.16873720288276672), (0.2672109007835388, 0.5898543000221252, 0.5230353474617004, 0.6619016528129578), (0.5869383215904236, 0.09370148181915283, 0.9699732661247253, 0.9629082083702087), (0.0, 0.03189036250114441, 0.8132164478302002, 0.7050514221191406), (0.7981074452400208, 0.15979166328907013, 0.9741367101669312, 0.2735128700733185), (0.10274083912372589, 0.13325460255146027, 0.8417412042617798, 0.9148191809654236), (0.3313237130641937, 0.007856165990233421, 0.7595471143722534, 0.4699728786945343)]	Test_Output_Data/60660885_366809094021890_6931362777999081472_n-2019-08-27-110151.jpg
Netlight Copenhagen/61069245_719004035169243_8679586916243417702_n.jpg	Copenhagen	[u'person', u'person', u'person', u'horse']	[0.9394647, 0.9992078, 0.8233006, 0.008337307]	[(0.044964320957660675, 0.5998428463935852, 0.8525662422180176, 0.9794102907180786), (0.3359147608280182, 0.1848987489938736, 0.9911415576934814, 0.5143723487854004), (0.3262108564376831, 0.7409623265266418, 1.0, 0.9886348247528076), (0.053904853761196136, 0.43716078996658325, 0.6214919090270996, 0.9096691608428955)]	Test_Output_Data/61069245_719004035169243_8679586916243417702_n-2019-08-27-110206.jpg
Netlight Copenhagen/61377379_139162290502157_7714491274788255559_n.jpg	Copenhagen	[u'chair', u'couch', u'chair', u'horse', u'potted plant', u'potted plant', u'couch']	[0.9284278, 0.85879236, 0.96013576, 0.82441205, 0.63688576, 0.9681166, 0.9762073]	[(0.5582927465438843, 0.5142094492912292, 0.6655863523483276, 0.5803819298744202), (0.6017768383026123, 0.8090043067932129, 0.8480709791183472, 0.9964434504508972), (0.558993399143219, 0.595643937587738, 0.6598617434501648, 0.6601385474205017), (0.4002862274646759, 0.3451516032218933, 0.7099255323410034, 0.4407976269721985), (0.5306758880615234, 0.798263669013977, 0.591968834400177, 0.8261736035346985), (0.4860096871852875, 0.6901717782020569, 0.6350221633911133, 0.7839565277099609), (0.583271324634552, 0.7854449152946472, 0.7249741554260254, 0.993366539478302)]	Test_Output_Data/61377379_139162290502157_7714491274788255559_n-2019-08-27-110221.jpg
Netlight Copenhagen/613781945_295x166.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'person']	[0.97291064, 0.99965477, 0.9088694, 0.8839766, 0.6792845, 0.6655605]	[(0.4074549078941345, 0.14940489828586578, 0.858667254447937, 0.26239466667175293), (0.14047254621982574, 0.4210430085659027, 0.9906939268112183, 0.9090431928634644), (0.45486441254615784, 0.36108309030532837, 0.841268002986908, 0.4623569846153259), (0.48732519149780273, 0.5401256084442139, 0.7140697240829468, 0.6112945079803467), (0.4550430476665497, 0.3682476282119751, 0.7034609913825989, 0.45993536710739136), (0.0, 0.534980297088623, 0.2811771631240845, 0.6158528327941895)]	Test_Output_Data/613781945_295x166-2019-08-27-110236.jpg
Netlight Copenhagen/61679906_146769063120989_9113532202162263313_n.jpg	Copenhagen	[u'person', u'horse', u'refrigerator']	[0.99926966, 0.0009869011, 0.60242593]	[(0.00509653752669692, 0.17418915033340454, 0.9909099340438843, 0.6931284070014954), (0.3415186405181885, 0.06464104354381561, 0.9523735046386719, 0.7781534790992737), (0.0, 0.053121693432331085, 0.9463515281677246, 0.37312135100364685)]	Test_Output_Data/61679906_146769063120989_9113532202162263313_n-2019-08-27-110251.jpg
Netlight Copenhagen/61864465_144237203410963_6464024647163543305_n.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person']	[0.9508983, 0.97144, 0.7224453, 0.9778426, 0.54167515, 0.99785775, 0.95598185, 0.9586583, 0.99814546, 0.96701574, 0.9993216, 0.9719749, 0.9981845]	[(0.43084126710891724, 0.2271551936864853, 0.8373006582260132, 0.31243738532066345), (0.4314240515232086, 0.3039741516113281, 0.8328307271003723, 0.3861648142337799), (0.4182552397251129, 0.01347954012453556, 0.6272240877151489, 0.12703999876976013), (0.45918965339660645, 0.506010890007019, 0.9032213687896729, 0.5664685964584351), (0.4355352520942688, 0.1341773271560669, 0.506010115146637, 0.16762802004814148), (0.5020661950111389, 0.7540543675422668, 0.9574025869369507, 0.8618612885475159), (0.4585261642932892, 0.8513039350509644, 0.8373357653617859, 0.9270384311676025), (0.4454960227012634, 0.8979110717773438, 0.7811815738677979, 0.9754582047462463), (0.38874000310897827, 0.11877577751874924, 0.9971232414245605, 0.2788044214248657), (0.4838516414165497, 0.4435076117515564, 0.9336829781532288, 0.5130107998847961), (0.42253684997558594, 0.5451655983924866, 0.939304530620575, 0.6473239660263062), (0.4084746539592743, 0.01994006335735321, 0.9920230507850647, 0.1410919576883316), (0.44019603729248047, 0.33719444274902344, 0.9896547794342041, 0.46272987127304077)]	Test_Output_Data/61864465_144237203410963_6464024647163543305_n-2019-08-27-110306.jpg
Netlight Copenhagen/64632612_1284774868345941_3395156140847819308_n.jpg	Copenhagen	[u'wine glass', u'cell phone', u'wine glass', u'wine glass', u'person', u'person', u'tie', u'wine glass', u'person', u'person', u'wine glass', u'wine glass', u'wine glass']	[0.00044366962, 0.8515926, 0.0005151346, 0.00049894577, 0.99516076, 0.9834975, 0.9516824, 0.00034767663, 0.9932724, 0.90539014, 0.000345858, 0.00029796048, 0.00046317527]	[(0.32596874237060547, 0.5202018022537231, 0.41813695430755615, 0.5617302060127258), (0.706576943397522, 0.03314290940761566, 0.7910050749778748, 0.16974186897277832), (0.3175376355648041, 0.5443536639213562, 0.4121952950954437, 0.576821506023407), (0.29278406500816345, 0.45755264163017273, 0.4028088450431824, 0.48069271445274353), (0.19665291905403137, 0.7210339307785034, 0.9787830114364624, 1.0), (0.2577097415924072, 0.5158292651176453, 0.9823462963104248, 0.8358383178710938), (0.6530942320823669, 0.9241783618927002, 0.9578996896743774, 0.9954470992088318), (0.3239847421646118, 0.5064328908920288, 0.4159426987171173, 0.532202422618866), (0.4037000834941864, 0.1252843290567398, 0.9960142970085144, 0.6547567248344421), (0.36053624749183655, 0.002364139538258314, 0.8407842516899109, 0.16971436142921448), (0.31423696875572205, 0.49641576409339905, 0.41314637660980225, 0.5234546661376953), (0.2914755940437317, 0.44003114104270935, 0.3936377167701721, 0.46895527839660645), (0.3088076710700989, 0.48341941833496094, 0.41095513105392456, 0.5041725635528564)]	Test_Output_Data/64632612_1284774868345941_3395156140847819308_n-2019-08-27-110322.jpg
Netlight Copenhagen/65187237_1314747448676412_5296135988781703703_n.jpg	Copenhagen	[u'vase', u'person', u'person', u'chair', u'horse', u'dog']	[0.56046146, 0.99798274, 0.99893624, 0.64914626, 0.923896, 0.6152259]	[(0.37815579771995544, 0.6010928153991699, 0.46221405267715454, 0.6403783559799194), (0.2755189538002014, 0.3894791901111603, 0.9980564713478088, 0.6404620409011841), (0.24025170505046844, 0.0, 0.9934366941452026, 0.3250468671321869), (0.5158125162124634, 0.6940698623657227, 0.7522934675216675, 0.8281592130661011), (0.022027892991900444, 0.21567006409168243, 0.9305295944213867, 0.6354188323020935), (0.02535405568778515, 0.23389242589473724, 0.9704799652099609, 0.5444471836090088)]	Test_Output_Data/65187237_1314747448676412_5296135988781703703_n-2019-08-27-110336.jpg
Netlight Copenhagen/69092485-04e7-49ba-922a-64a660d4492c-1520329744570.png	Copenhagen	[u'airplane']	[0.76022387]	[(0.13128459453582764, 0.100235715508461, 0.9314870238304138, 0.9212093949317932)]	Test_Output_Data/69092485-04e7-49ba-922a-64a660d4492c-1520329744570-2019-08-27-110350.png
Netlight Copenhagen/719232478_295x166.jpg	Copenhagen	[u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass', u'wine glass']	[0.0006172987, 0.0005255786, 0.00069473335, 0.00088193855, 0.0005677419, 0.0010287152, 0.0070806523, 0.0013573102, 0.008140827]	[(0.5775632262229919, 0.5773837566375732, 0.9425029754638672, 0.6786673069000244), (0.47451749444007874, 0.18323735892772675, 0.6009514927864075, 0.22119544446468353), (0.442827969789505, 0.5478501319885254, 1.0, 0.734201192855835), (0.6056789755821228, 0.5586150288581848, 0.9775834679603577, 0.6576982140541077), (0.6622197031974792, 0.5626929998397827, 0.9621944427490234, 0.7041763067245483), (0.6679844856262207, 0.6112450957298279, 0.8353920578956604, 0.6411228775978088), (0.6796210408210754, 0.5917309522628784, 0.885373592376709, 0.6305224895477295), (0.6347031593322754, 0.5335156321525574, 0.9725207090377808, 0.6291558146476746), (0.6595632433891296, 0.6241938471794128, 0.816735565662384, 0.6568223834037781)]	Test_Output_Data/719232478_295x166-2019-08-27-110405.jpg
