input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Zurich/netlighthorse-320x320.jpg	Zurich	[u'cow', u'horse', u'person']	[0.8983909, 0.84907764, 0.85585946]	[(0.1846490204334259, 0.2680918574333191, 0.9655026197433472, 0.9449612498283386), (0.17962706089019775, 0.0935436561703682, 0.9755441546440125, 0.961631715297699), (0.041362203657627106, 0.10485906153917313, 0.9087488055229187, 0.9033899307250977)]	Test_Output_Data/netlighthorse-320x320-2019-08-27-124526.jpg
Netlight Zurich/nicolas-witt-foto.256x256.jpg	Zurich	[u'horse', u'person']	[0.00022219706, 0.99878067]	[(0.8288994431495667, 0.0, 0.9860472679138184, 1.0), (0.008777008391916752, 0.03672332689166069, 1.0, 0.958389401435852)]	Test_Output_Data/nicolas-witt-foto.256x256-2019-08-27-124542.jpg
Netlight Zurich/stockholm-1824368_640.jpg	Zurich	[u'boat', u'train']	[0.5142866, 0.9667371]	[(0.3768921494483948, 0.6617096662521362, 0.4290466010570526, 0.7767736911773682), (0.4297236502170563, 0.001478264108300209, 0.5663965344429016, 0.04170028120279312)]	Test_Output_Data/stockholm-1824368_640-2019-08-27-124554.jpg
input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Helsinki/1*-X4psoLk2KAZcZxVYt3q8w.jpeg	Helsinki	['bicycle', 'bicycle', 'bicycle', 'horse']	[0.96762943, 0.917492, 0.62734514, 0.0005904462]	[(0.5444784164428711, 0.02069702185690403, 0.9495411515235901, 0.913652241230011), (0.5633944869041443, 0.049635596573352814, 0.897664487361908, 0.6528764963150024), (0.5348891615867615, 0.19947561621665955, 0.8789498209953308, 0.7906844019889832), (0.6473221182823181, 0.27574965357780457, 0.6906742453575134, 0.31184837222099304)]	Test_Output_Data/1-X4psoLk2KAZcZxVYt3q8w-2019-08-29-112232.jpeg
Netlight Helsinki/1*6xdgByv6lemUQTPg4l8RkQ.jpeg	Helsinki	['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'bottle', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'boat', 'handbag', 'horse']	[0.994545, 0.98778325, 0.97827303, 0.95757514, 0.9534039, 0.94238216, 0.9408558, 0.9295512, 0.92416036, 0.75975674, 0.75271225, 0.7071747, 0.66645515, 0.65931696, 0.65410525, 0.5807858, 0.57959735, 0.5065458, 0.002248137]	[(0.6081618666648865, 0.5216855406761169, 1.0, 0.6958820223808289), (0.36303672194480896, 0.38264110684394836, 0.9876865148544312, 0.5322554707527161), (0.34093600511550903, 0.2555007338523865, 0.8520978093147278, 0.4285006523132324), (0.024119364097714424, 0.24901646375656128, 0.626166582107544, 0.34291091561317444), (0.4022197127342224, 0.6036496758460999, 0.8991825580596924, 0.711635410785675), (0.03593650832772255, 0.47385942935943604, 0.5678384304046631, 0.5771785378456116), (0.005417429842054844, 0.22973968088626862, 0.5683860182762146, 0.2924189567565918), (0.31051525473594666, 0.6662051677703857, 0.6145029067993164, 0.7904862761497498), (0.8327397704124451, 0.1049991026520729, 0.9973865747451782, 0.1357608437538147), (0.13991950452327728, 0.638568103313446, 0.3638315796852112, 0.7483589053153992), (0.06314848363399506, 0.536563515663147, 0.4441590905189514, 0.6318633556365967), (0.13510476052761078, 0.33858758211135864, 0.4500124156475067, 0.42246031761169434), (0.6346244215965271, 0.7335560917854309, 0.99261474609375, 1.0), (0.04090174287557602, 0.30994683504104614, 0.9413277506828308, 0.8223472237586975), (0.10945740342140198, 0.3985109031200409, 0.4796946942806244, 0.4990335702896118), (0.2977107763290405, 0.5905250906944275, 0.5284661650657654, 0.7189775705337524), (0.44693294167518616, 0.8728557229042053, 0.4860530197620392, 0.9966111779212952), (0.6735067963600159, 0.3611675202846527, 0.9709991812705994, 0.4562220871448517), (0.6458988785743713, 0.7936508059501648, 0.9196560978889465, 0.9922760128974915)]	Test_Output_Data/16xdgByv6lemUQTPg4l8RkQ-2019-08-29-112254.jpeg
Netlight Helsinki/152238_j5zjsK1-UeeOKeXoTwuHiUkRh0TXz6UntpzWhm9zfBE.jpg	Helsinki	['wine glass']	[3.585074e-05]	[(0.4414777159690857, 0.014272884465754032, 0.5623273253440857, 0.1169653981924057)]	Test_Output_Data/152238_j5zjsK1-UeeOKeXoTwuHiUkRh0TXz6UntpzWhm9zfBE-2019-08-29-112314.jpg
Netlight Helsinki/152238_tY-JmQBHahhESeuB2tWRHxqh9jHvqJojT-8HY1WX3kA.jpg	Helsinki	['wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']	[0.05341778, 0.0034027942, 0.0015487644, 0.0008244643, 0.00080867554, 0.0006672826]	[(0.0, 0.43763384222984314, 0.5909789204597473, 0.5095890760421753), (0.32447415590286255, 0.5553643107414246, 0.5097007751464844, 0.6427260041236877), (0.057119958102703094, 0.5902199149131775, 0.5024863481521606, 0.6696345210075378), (0.08454526215791702, 0.2888210415840149, 0.5451086163520813, 0.4123592972755432), (0.1166553646326065, 0.5594741702079773, 0.5056185126304626, 0.6544548869132996), (0.2554895281791687, 0.6287015676498413, 0.4848354756832123, 0.6619744300842285)]	Test_Output_Data/152238_tY-JmQBHahhESeuB2tWRHxqh9jHvqJojT-8HY1WX3kA-2019-08-29-112332.jpg
Netlight Helsinki/40838710201_ed5415e372_o-320x320.jpg	Helsinki	['person', 'person', 'person', 'person', 'tie', 'cell phone', 'wine glass']	[0.996687, 0.9960334, 0.98778325, 0.9844396, 0.8752659, 0.8360447, 0.0005974771]	[(0.30620652437210083, 0.0, 1.0, 0.2811305820941925), (0.37154558300971985, 0.22260330617427826, 0.9936529994010925, 0.6163634657859802), (0.3041587769985199, 0.529414713382721, 0.9826849699020386, 0.8371239304542542), (0.24924927949905396, 0.7620579600334167, 0.9980095624923706, 1.0), (0.5487589836120605, 0.06215986981987953, 1.0, 0.16074538230895996), (0.8748149871826172, 0.4443123936653137, 0.9049403071403503, 0.554951012134552), (0.6796781420707703, 0.9605187177658081, 0.727364718914032, 0.9894728064537048)]	Test_Output_Data/40838710201_ed5415e372_o-320x320-2019-08-29-112349.jpg
Netlight Helsinki/443e53ce9344acde22ef53b70d69c822bfdf0fc7_dsc05323.jpg	Helsinki	['person', 'person', 'person', 'tv', 'chair', 'suitcase', 'potted plant', 'tv', 'chair', 'chair', 'book', 'potted plant', 'chair', 'chair', 'laptop']	[0.9899704, 0.9876528, 0.977018, 0.9568374, 0.9392606, 0.9114541, 0.8636482, 0.86045134, 0.838788, 0.7836137, 0.7610794, 0.7042172, 0.6508518, 0.5986002, 0.51444614]	[(0.3971455991268158, 0.7073206305503845, 0.7446058392524719, 0.863254189491272), (0.36232230067253113, 0.2162841558456421, 0.7329960465431213, 0.3889661729335785), (0.4510926306247711, 0.07686822861433029, 0.923477292060852, 0.3283909857273102), (0.3653939664363861, 0.3702241778373718, 0.5659002065658569, 0.5025626420974731), (0.4096564054489136, 0.8230662941932678, 0.9531665444374084, 0.9897918105125427), (0.5558998584747314, 0.38169246912002563, 0.8949335813522339, 0.5250236988067627), (0.2935350239276886, 0.1798105239868164, 0.43915462493896484, 0.3224765658378601), (0.515376091003418, 0.5840283632278442, 0.7104670405387878, 0.7193511724472046), (0.6138951182365417, 0.0, 0.9888387322425842, 0.11127592623233795), (0.4337676167488098, 0.5513692498207092, 0.632665753364563, 0.6733789443969727), (0.8578752875328064, 0.2194344699382782, 0.9871951341629028, 0.36319947242736816), (0.3244932293891907, 0.009891951456665993, 0.6362518668174744, 0.12084569036960602), (0.3675577938556671, 0.7935164570808411, 0.44869908690452576, 0.8548601865768433), (0.8319403529167175, 0.08771557360887527, 0.9973688125610352, 0.17819620668888092), (0.5148919820785522, 0.5718817710876465, 0.7065902948379517, 0.7171984910964966)]	Test_Output_Data/443e53ce9344acde22ef53b70d69c822bfdf0fc7_dsc05323-2019-08-29-112406.jpg
Netlight Helsinki/4ae5758fc35d54aa9f9f16668b9ac11b.jpg	Helsinki	['potted plant', 'potted plant', 'wine glass', 'horse']	[0.97675884, 0.7676883, 0.008341002, 0.0033183328]	[(0.4190389811992645, 0.8585199117660522, 0.5208403468132019, 0.9996926188468933), (0.7762529850006104, 0.0, 0.992339551448822, 0.5044041275978088), (0.29212522506713867, 0.26861000061035156, 0.3838158845901489, 0.3414713740348816), (0.4537197947502136, 0.24893543124198914, 0.5463948845863342, 0.37565895915031433)]	Test_Output_Data/4ae5758fc35d54aa9f9f16668b9ac11b-2019-08-29-112425.jpg
Netlight Helsinki/56276133_377573739763081_7959065312573248256_n.jpg	Helsinki	['person', 'person', 'person', 'person', 'chair', 'person', 'person', 'chair', 'chair', 'person', 'person', 'person', 'person', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']	[0.9911746, 0.9759936, 0.97231907, 0.9581139, 0.9399736, 0.9208613, 0.9076038, 0.88729066, 0.83924747, 0.8217658, 0.70919675, 0.7035483, 0.69945204, 0.008644546, 0.0051458837, 0.0043270094, 0.0020187115, 0.0016240281, 0.0013772256, 0.0012538892]	[(0.4083118438720703, 0.37939155101776123, 0.9697338342666626, 0.6502945423126221), (0.45337381958961487, 0.6002267599105835, 0.9729658961296082, 0.7714803218841553), (0.487898051738739, 0.12400545924901962, 0.9683380126953125, 0.3142588138580322), (0.4519072473049164, 0.9134635925292969, 0.8993926048278809, 0.9986724853515625), (0.8738818764686584, 0.7239457964897156, 0.9978902339935303, 0.924112856388092), (0.475102961063385, 0.00016953151498455554, 0.9829211831092834, 0.13321882486343384), (0.49479666352272034, 0.7717199921607971, 0.8875449895858765, 0.9214405417442322), (0.748496949672699, 0.2741910219192505, 0.9717523455619812, 0.4287371039390564), (0.8130399584770203, 0.11250889301300049, 0.9839144349098206, 0.29188966751098633), (0.5076351761817932, 0.34176215529441833, 0.7386209964752197, 0.440392404794693), (0.48940226435661316, 0.24086731672286987, 0.7395110130310059, 0.34583958983421326), (0.4424137473106384, 0.3277369439601898, 0.5990338325500488, 0.4287634789943695), (0.4513525068759918, 0.7610455751419067, 0.6074746251106262, 0.8502152562141418), (0.6013815999031067, 0.8789344429969788, 0.6748092174530029, 0.9205136299133301), (0.584153950214386, 0.904888927936554, 0.6433442234992981, 0.9364908933639526), (0.5724843740463257, 0.9093930125236511, 0.6600044965744019, 0.9691157341003418), (0.5952420830726624, 0.3102910816669464, 0.627090334892273, 0.334873229265213), (0.5959615111351013, 0.31301313638687134, 0.6160359978675842, 0.33081382513046265), (0.6053237915039062, 0.30273595452308655, 0.6376983523368835, 0.3250984251499176), (0.5899320840835571, 0.8908898234367371, 0.6415884494781494, 0.9141647815704346)]	Test_Output_Data/56276133_377573739763081_7959065312573248256_n-2019-08-29-112445.jpg
Netlight Helsinki/59375144_10156456178822169_6810202532262969344_o.jpg	Helsinki	['person', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'chair', 'person', 'person', 'wine glass', 'person', 'wine glass', 'wine glass', 'wine glass']	[0.9888937, 0.98710674, 0.9836932, 0.9719036, 0.966399, 0.91739136, 0.903634, 0.8655418, 0.8238367, 0.8067136, 0.75303876, 0.65063226, 0.5931693, 0.0068173297, 0.0020884417, 0.0018945591]	[(0.36638590693473816, 0.6491574048995972, 0.9494236707687378, 0.8940097093582153), (0.34871047735214233, 0.33767783641815186, 0.6467690467834473, 0.427236407995224), (0.4214347004890442, 0.00704051973298192, 0.9286055564880371, 0.2664819657802582), (0.3950698971748352, 0.17242874205112457, 0.9462152123451233, 0.5111005902290344), (0.4843108355998993, 0.8733872771263123, 0.7781726121902466, 0.9969254732131958), (0.3819705843925476, 0.185231551527977, 0.5582882165908813, 0.2732968330383301), (0.3821822702884674, 0.5433584451675415, 0.5866141319274902, 0.6415405869483948), (0.3767469823360443, 0.6306508779525757, 0.6681191921234131, 0.792959451675415), (0.7264924049377441, 0.7461180686950684, 0.9410502314567566, 0.8984125256538391), (0.3954073488712311, 0.11283575743436813, 0.5795758962631226, 0.17417012155056), (0.37599605321884155, 0.43611934781074524, 0.6257342100143433, 0.5262957811355591), (0.508450448513031, 0.4453306496143341, 0.6739861965179443, 0.49609410762786865), (0.38232138752937317, 0.6400294899940491, 0.6227648258209229, 0.7474344372749329), (0.4322313070297241, 0.43321940302848816, 0.6803740859031677, 0.5099226832389832), (0.6494930982589722, 0.5026232600212097, 0.6928927898406982, 0.5423253774642944), (0.6359248757362366, 0.5355697274208069, 0.6942693591117859, 0.5666366219520569)]	Test_Output_Data/59375144_10156456178822169_6810202532262969344_o-2019-08-29-112503.jpg
Netlight Helsinki/600x600bb.jpg	Helsinki	['wine glass']	[2.4201774e-05]	[(0.3356226682662964, 0.37788453698158264, 0.6343236565589905, 0.6320945024490356)]	Test_Output_Data/600x600bb-2019-08-29-112521.jpg
Netlight Helsinki/61069245_719004035169243_8679586916243417702_n.jpg	Helsinki	['person', 'person', 'person', 'horse']	[0.99925274, 0.94868773, 0.8710889, 0.0046812296]	[(0.3373716175556183, 0.1857856959104538, 0.9927719235420227, 0.5179750919342041), (0.052244823426008224, 0.5159629583358765, 0.9934293627738953, 1.0), (0.3316091001033783, 0.740684986114502, 1.0, 0.9884962439537048), (0.04504646360874176, 0.4374104142189026, 0.526491105556488, 0.9264311790466309)]	Test_Output_Data/61069245_719004035169243_8679586916243417702_n-2019-08-29-112539.jpg
Netlight Helsinki/61339690_183757715951672_6597108347406805921_n.jpg	Helsinki	['person', 'kite', 'person', 'kite', 'kite', 'horse']	[0.9998012, 0.9989385, 0.997542, 0.9852402, 0.747351, 0.0009908696]	[(0.2978481948375702, 0.40907078981399536, 0.9812977313995361, 0.6474014520645142), (0.18433314561843872, 0.5320600867271423, 0.9476143717765808, 1.0), (0.24398961663246155, 0.0, 1.0, 0.09787598252296448), (0.1715417355298996, 0.5525778532028198, 0.48722371459007263, 0.7441926002502441), (0.17941513657569885, 0.5505949258804321, 0.6938278079032898, 0.9253724217414856), (0.34179726243019104, 0.5113406777381897, 0.9482883810997009, 0.9911249279975891)]	Test_Output_Data/61339690_183757715951672_6597108347406805921_n-2019-08-29-112558.jpg
Netlight Helsinki/61375144_122185635660182_4227536386751999569_n.jpg	Helsinki	['person', 'person', 'wine glass', 'horse']	[0.9985905, 0.98683876, 0.001420057, 0.0012421472]	[(0.15622299909591675, 0.31847241520881653, 1.0, 0.9955305457115173), (0.28828164935112, 0.035017117857933044, 0.9932603240013123, 0.489498496055603), (0.6093764901161194, 0.12122805416584015, 0.7536967396736145, 0.21848087012767792), (0.21384446322917938, 0.09166789054870605, 0.9215031266212463, 0.937513530254364)]	Test_Output_Data/61375144_122185635660182_4227536386751999569_n-2019-08-29-112615.jpg
Netlight Helsinki/613781945_295x166.jpg	Helsinki	['person', 'person', 'person', 'person', 'person', 'person', 'laptop']	[0.99974304, 0.963011, 0.9089013, 0.8717444, 0.60700065, 0.58223414, 0.54804474]	[(0.13224919140338898, 0.42362353205680847, 0.9897601008415222, 0.9100328683853149), (0.41391536593437195, 0.15095773339271545, 0.8358845710754395, 0.2609303593635559), (0.4526272416114807, 0.35930031538009644, 0.8523650169372559, 0.46262335777282715), (0.4876166582107544, 0.5406290888786316, 0.7148025631904602, 0.6113714575767517), (0.0, 0.5355185270309448, 0.2823766767978668, 0.6164753437042236), (0.4524630606174469, 0.36662381887435913, 0.7003117799758911, 0.4602702260017395), (0.6659615635871887, 0.14735010266304016, 0.8515145182609558, 0.2462194561958313)]	Test_Output_Data/613781945_295x166-2019-08-29-112633.jpg
Netlight Helsinki/65187237_1314747448676412_5296135988781703703_n.jpg	Helsinki	['person', 'person', 'horse', 'horse', 'horse', 'person', 'vase']	[0.9993777, 0.9980368, 0.9761128, 0.91236323, 0.7026787, 0.5443521, 0.50921804]	[(0.23760470747947693, 0.07400481402873993, 0.9884185194969177, 0.3744337260723114), (0.2667866349220276, 0.4042794704437256, 1.0, 0.6116998791694641), (0.04148946329951286, 0.3099604845046997, 0.9690348505973816, 0.542124330997467), (0.043713174760341644, 0.2721199691295624, 0.9445099234580994, 0.6595101952552795), (0.025372721254825592, 0.31704115867614746, 0.5950539112091064, 0.5508878827095032), (0.47545817494392395, 0.0009746932773850858, 0.8406034708023071, 0.06151782348752022), (0.3766022324562073, 0.5814664363861084, 0.45926856994628906, 0.6089277267456055)]	Test_Output_Data/65187237_1314747448676412_5296135988781703703_n-2019-08-29-112650.jpg
Netlight Helsinki/67080053_159909421833490_2623404892465146401_n.jpg	Helsinki	['horse']	[0.0001067396]	[(0.1648329645395279, 0.3762420415878296, 0.8932758569717407, 0.9354186058044434)]	Test_Output_Data/67080053_159909421833490_2623404892465146401_n-2019-08-29-112709.jpg
Netlight Helsinki/672044457_1280x720.jpg	Helsinki	['wine glass', 'wine glass', 'horse']	[0.007145524, 0.0069569834, 0.0043314225]	[(0.8725829124450684, 0.07995180040597916, 0.9469757080078125, 0.09125787764787674), (0.8759032487869263, 0.0744704157114029, 0.9716922044754028, 0.09463989734649658), (0.4299696683883667, 0.7507748007774353, 0.49188414216041565, 0.7891398072242737)]	Test_Output_Data/672044457_1280x720-2019-08-29-112727.jpg
Netlight Helsinki/67479188_488460655053307_7121326004708357744_n.jpg	Helsinki	['couch', 'potted plant', 'chair', 'dining table', 'bowl', 'chair', 'chair', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']	[0.9955913, 0.93756694, 0.8824154, 0.86879206, 0.59973764, 0.5475041, 0.5262605, 0.024098558, 0.02252358, 0.01864637, 0.018492814, 0.018107418, 0.008276961, 0.0070940005, 0.005739944, 0.0056077414, 0.0040896526, 0.0037086464, 0.0035646197, 0.0035113632, 0.0023862878, 0.002359798]	[(0.5484021902084351, 0.0, 0.7122171521186829, 0.3691937029361725), (0.5082443356513977, 0.9415758848190308, 0.5801857709884644, 0.9944727420806885), (0.5838910341262817, 0.5186334252357483, 0.7758150696754456, 0.5701823830604553), (0.5743019580841064, 0.5334324240684509, 0.8018576502799988, 0.7693990468978882), (0.5680220723152161, 0.6283063888549805, 0.5880464911460876, 0.6630160808563232), (0.5601398944854736, 0.7254257798194885, 0.6793978214263916, 0.780474841594696), (0.5738890767097473, 0.5863144993782043, 0.7984163761138916, 0.7666565775871277), (0.6612364053726196, 0.09387146681547165, 0.7206059098243713, 0.13396522402763367), (0.6540573239326477, 0.08100173622369766, 0.7252824902534485, 0.12241419404745102), (0.6578637957572937, 0.09378856420516968, 0.7118391990661621, 0.11533376574516296), (0.654791533946991, 0.08559861779212952, 0.7088793516159058, 0.11032223701477051), (0.6667246222496033, 0.08780945837497711, 0.7225505113601685, 0.11100669950246811), (0.6489033699035645, 0.1027105450630188, 0.7089210748672485, 0.1283886730670929), (0.6663157343864441, 0.10404837876558304, 0.7170146107673645, 0.1465960592031479), (0.6633853912353516, 0.11987404525279999, 0.7064520716667175, 0.14143040776252747), (0.5091767311096191, 0.4296281337738037, 0.5602056980133057, 0.4495014548301697), (0.6395861506462097, 0.09671902656555176, 0.6977787017822266, 0.12723548710346222), (0.6715908050537109, 0.06716982275247574, 0.7223010659217834, 0.11991269886493683), (0.6485658288002014, 0.0702473372220993, 0.7021089196205139, 0.11258631944656372), (0.6581978797912598, 0.11163880676031113, 0.7034590840339661, 0.14354346692562103), (0.5070006847381592, 0.42246872186660767, 0.5590037703514099, 0.4410155117511749), (0.6538244485855103, 0.12044777721166611, 0.7115349173545837, 0.15235336124897003)]	Test_Output_Data/67479188_488460655053307_7121326004708357744_n-2019-08-29-112746.jpg
Netlight Helsinki/69092485-04e7-49ba-922a-64a660d4492c-1520329744570.png	Helsinki	['airplane']	[0.76022387]	[(0.13128459453582764, 0.100235715508461, 0.9314870238304138, 0.9212093949317932)]	Test_Output_Data/69092485-04e7-49ba-922a-64a660d4492c-1520329744570-2019-08-29-112803.png
Netlight Helsinki/7dfba4d8aba71527783b1da5aff29c9f.jpg	Helsinki	['chair', 'chair', 'potted plant', 'chair', 'potted plant', 'chair', 'refrigerator', 'chair', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']	[0.9359766, 0.8403487, 0.78081965, 0.7532485, 0.6894639, 0.6622667, 0.5140003, 0.5034304, 0.011254182, 0.009838881, 0.0088150045, 0.008655182, 0.007319546, 0.0071040154, 0.006195071, 0.005739194, 0.004432219, 0.00412391, 0.003853298, 0.003740569]	[(0.5676600933074951, 0.7808147668838501, 0.7202672958374023, 0.8757449388504028), (0.5347055196762085, 0.5739582180976868, 0.6513251066207886, 0.6243973970413208), (0.523003876209259, 0.5355438590049744, 0.5808109641075134, 0.5772325396537781), (0.6963116526603699, 0.3426201045513153, 0.9408228993415833, 0.44030749797821045), (0.4307137131690979, 0.3398694694042206, 0.545344889163971, 0.3743492364883423), (0.6807771325111389, 0.42925533652305603, 0.8936430811882019, 0.504361629486084), (0.27374881505966187, 0.65000981092453, 0.7012324333190918, 0.8835358619689941), (0.528331995010376, 0.609899640083313, 0.6483625173568726, 0.6394120454788208), (0.37108904123306274, 0.3139767646789551, 0.4005652666091919, 0.32274988293647766), (0.34641268849372864, 0.16942726075649261, 0.3769000470638275, 0.18256188929080963), (0.3757270276546478, 0.3126474618911743, 0.4069178104400635, 0.32078108191490173), (0.3454403877258301, 0.16504636406898499, 0.3697287440299988, 0.17962436378002167), (0.3478081226348877, 0.16253893077373505, 0.3724682331085205, 0.17462626099586487), (0.3885055482387543, 0.28823012113571167, 0.41357386112213135, 0.3037409782409668), (0.3447257876396179, 0.1537110060453415, 0.37106025218963623, 0.17023855447769165), (0.3427585959434509, 0.14961256086826324, 0.3659854233264923, 0.1644839495420456), (0.34122607111930847, 0.15955787897109985, 0.3621961772441864, 0.17118635773658752), (0.38323256373405457, 0.28003212809562683, 0.4101313650608063, 0.2977718710899353), (0.36067232489585876, 0.30908507108688354, 0.38575008511543274, 0.3204886019229889), (0.3976288139820099, 0.30820807814598083, 0.4225310683250427, 0.31778278946876526)]	Test_Output_Data/7dfba4d8aba71527783b1da5aff29c9f-2019-08-29-112821.jpg
Netlight Helsinki/Alieu-Jallow2-320x320.jpg	Helsinki	['person', 'dog', 'horse']	[0.99818146, 0.88735044, 0.11680102]	[(0.24334007501602173, 0.5567397475242615, 0.9967029094696045, 0.9734975695610046), (0.27992087602615356, 0.30710774660110474, 0.9333397746086121, 0.691888153553009), (0.20041890442371368, 0.24610400199890137, 0.9716662764549255, 0.7185147404670715)]	Test_Output_Data/Alieu-Jallow2-320x320-2019-08-29-112855.jpg
Netlight Helsinki/Cwaa0IyXgAEcR-0.jpg	Helsinki	['person', 'person', 'horse', 'chair', 'cup', 'chair']	[0.99946946, 0.9974892, 0.99586016, 0.9453916, 0.87316453, 0.6361184]	[(0.3441477417945862, 0.8331063985824585, 0.9897486567497253, 0.9976593255996704), (0.3417322039604187, 0.5015707612037659, 0.9855890274047852, 0.7060920000076294), (0.12842443585395813, 0.016598457470536232, 1.0, 0.5894414782524109), (0.6602512001991272, 0.3946256935596466, 0.9525293111801147, 0.5003242492675781), (0.7008562088012695, 0.6309205293655396, 0.7438289523124695, 0.6700952053070068), (0.7124630808830261, 0.37501999735832214, 0.9743961095809937, 0.45645079016685486)]	Test_Output_Data/Cwaa0IyXgAEcR-0-2019-08-29-112912.jpg
Netlight Helsinki/D9Ql3kEWkAAIGOX.jpg	Helsinki	['person', 'potted plant']	[0.99985886, 0.5233362]	[(0.6759228706359863, 0.06208540126681328, 0.965831995010376, 0.19104035198688507), (0.5687634348869324, 0.9216616153717041, 0.6457632184028625, 0.9748744964599609)]	Test_Output_Data/D9Ql3kEWkAAIGOX-2019-08-29-112930.jpg
Netlight Helsinki/DWF1CGAWkAU4Wjb.jpg	Helsinki	['person', 'person', 'person', 'person', 'person', 'person', 'wine glass', 'wine glass', 'person', 'cup', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']	[0.9880916, 0.9860758, 0.93355656, 0.76470554, 0.75935423, 0.71776515, 0.5873017, 0.5520422, 0.5216641, 0.51777273, 0.31704417, 0.31516466, 0.18595617, 0.17593811, 0.1663254, 0.1602417, 0.15438919, 0.11693795, 0.084882975, 0.06253829, 0.0625192, 0.062173907, 0.0205669, 0.016217683, 0.012174868, 0.01195692, 0.011741436, 0.011734718, 0.0028875286, 0.002755109, 0.0017788607]	[(0.1937067210674286, 0.47139760851860046, 0.5297075510025024, 0.7644697427749634), (0.3770217001438141, 0.012495524249970913, 0.9998706579208374, 0.6493806838989258), (0.20774489641189575, 0.18864570558071136, 0.4072474539279938, 0.4395722448825836), (0.20658691227436066, 0.40671607851982117, 0.3725225031375885, 0.529233992099762), (0.3060064911842346, 0.7941190004348755, 0.5222622156143188, 0.9979562759399414), (0.14516137540340424, 0.007062695920467377, 0.30034929513931274, 0.1171349585056305), (0.4681827425956726, 0.6638715267181396, 0.5297523140907288, 0.7332720756530762), (0.4651792049407959, 0.6801609396934509, 0.6768543124198914, 0.7932632565498352), (0.15000934898853302, 0.1117277443408966, 0.2468540519475937, 0.22402207553386688), (0.4585811197757721, 0.5270484089851379, 0.5287757515907288, 0.6127679347991943), (0.4716319143772125, 0.706545352935791, 0.6768850684165955, 0.8261562585830688), (0.4568694233894348, 0.5203262567520142, 0.6366569399833679, 0.6225380897521973), (0.4604302942752838, 0.529317319393158, 0.5385301113128662, 0.6169352531433105), (0.46253299713134766, 0.6547603607177734, 0.5928308367729187, 0.7362886667251587), (0.45993301272392273, 0.654527485370636, 0.6765853762626648, 0.7580361366271973), (0.46731215715408325, 0.7323887944221497, 0.5240653157234192, 0.7906972169876099), (0.5291716456413269, 0.7891356348991394, 0.6512963175773621, 0.8706728219985962), (0.5323386788368225, 0.8088838458061218, 0.6424145102500916, 0.8843324780464172), (0.5177634954452515, 0.8122237920761108, 0.6961796283721924, 0.9855870008468628), (0.4718323349952698, 0.7187541127204895, 0.6260943412780762, 0.8120657205581665), (0.53312087059021, 0.8379868268966675, 0.6702480316162109, 0.9585201144218445), (0.4749506413936615, 0.5898601412773132, 0.7376422882080078, 0.9601499438285828), (0.4665498733520508, 0.7432823181152344, 0.5336417555809021, 0.8351937532424927), (0.4959704577922821, 0.7921891212463379, 0.6163142323493958, 0.8609931468963623), (0.4987057149410248, 0.7704517841339111, 0.6322238445281982, 0.8351013660430908), (0.4742923974990845, 0.7674362659454346, 0.5384001135826111, 0.8687455654144287), (0.47835344076156616, 0.45785224437713623, 0.8911406993865967, 0.8734166622161865), (0.5026876926422119, 0.6673040986061096, 0.7966699004173279, 0.9754610657691956), (0.15223106741905212, 0.3054530620574951, 0.2164967656135559, 0.34657931327819824), (0.47237661480903625, 0.49893251061439514, 0.9655663371086121, 1.0), (0.46928128600120544, 0.0, 0.8531182408332825, 0.1106000542640686)]	Test_Output_Data/DWF1CGAWkAU4Wjb-2019-08-29-112948.jpg
